cd,var,obs
2499,noc_5,620
2499,noc_6,4985
2499,noc_7,3480
2499,noc_8,1000
2499,noc_9,695
2499,commute_less_15_min,14240
2499,commute_15_29_min,2180
2499,commute_30_44_min,665
2499,commute_45_59_min,350
2499,commute_more_60_min,880
3501,total_pop_15+,93070
3501,labour_force,55175
3501,emp,50890
3501,unemp,4290
3501,not_labour_force,37895
3501,part_rate,0.593
3501,emp_rate,0.547
3501,unemp_rate,0.078
3501,noc_not_applicable,1150
3501,noc_managers,5765
3501,noc_1,7460
3501,noc_2,2145
3501,noc_3,3970
3501,noc_4,5755
3501,noc_5,990
3501,noc_6,12460
3501,noc_7,10870
3501,noc_8,1495
3501,noc_9,3130
3501,commute_less_15_min,17880
3501,commute_15_29_min,14260
3501,commute_30_44_min,6450
3501,commute_45_59_min,3410
3501,commute_more_60_min,4515
3502,total_pop_15+,72270
3502,labour_force,48170
3502,emp,45625
3502,unemp,2550
3502,not_labour_force,24100
3502,part_rate,0.667
3502,emp_rate,0.631
3502,unemp_rate,0.053
3502,noc_not_applicable,630
3502,noc_managers,5230
3502,noc_1,8460
3502,noc_2,2790
3502,noc_3,2790
3502,noc_4,6435
3502,noc_5,880
3502,noc_6,9730
3502,noc_7,8600
3502,noc_8,1230
3502,noc_9,1400
3502,commute_less_15_min,11070
3502,commute_15_29_min,8620
3502,commute_30_44_min,10505
3502,commute_45_59_min,6800
3502,commute_more_60_min,5120
3506,total_pop_15+,761420
3506,labour_force,513660
3506,emp,476540
3506,unemp,37120
3506,not_labour_force,247760
3506,part_rate,0.675
3506,emp_rate,0.626
3506,unemp_rate,0.072
3506,noc_not_applicable,12565
3506,noc_managers,60330
3506,noc_1,91295
3506,noc_2,61740
3506,noc_3,32880
3506,noc_4,81805
3506,noc_5,19320
3506,noc_6,107655
3506,noc_7,36775
3506,noc_8,4350
3506,noc_9,4940
3506,commute_less_15_min,87280
3506,commute_15_29_min,167425
3506,commute_30_44_min,108735
3506,commute_45_59_min,44635
3506,commute_more_60_min,31770
3507,total_pop_15+,84765
3507,labour_force,50805
3507,emp,46870
3507,unemp,3935
3507,not_labour_force,33960
3507,part_rate,0.599
3507,emp_rate,0.553
3507,unemp_rate,0.077
3507,noc_not_applicable,975
3507,noc_managers,5665
3507,noc_1,7050
3507,noc_2,2625
3507,noc_3,3800
3507,noc_4,5135
3507,noc_5,1145
3507,noc_6,11805
3507,noc_7,8615
3507,noc_8,1280
3507,noc_9,2705
3507,commute_less_15_min,14410
3507,commute_15_29_min,12360
3507,commute_30_44_min,7680
3507,commute_45_59_min,4210
3507,commute_more_60_min,3925
3509,total_pop_15+,56875
3509,labour_force,34930
3509,emp,32715
3509,unemp,2210
3509,not_labour_force,21950
3509,part_rate,0.614
3509,emp_rate,0.575
3509,unemp_rate,0.063
3509,noc_not_applicable,555
3509,noc_managers,4000
3509,noc_1,4765
3509,noc_2,2245
3509,noc_3,2285
3509,noc_4,4120
3509,noc_5,960
3509,noc_6,7560
3509,noc_7,6350
3509,noc_8,700
3509,noc_9,1380
3509,commute_less_15_min,8525
3509,commute_15_29_min,7765
3509,commute_30_44_min,6070
3509,commute_45_59_min,3440
3509,commute_more_60_min,3755
3510,total_pop_15+,124725
3510,labour_force,77390
3510,emp,71620
3510,unemp,5775
3510,not_labour_force,47330
3510,part_rate,0.62
3510,emp_rate,0.574
3510,unemp_rate,0.075
3510,noc_not_applicable,1770
3510,noc_managers,7145
3510,noc_1,10430
3510,noc_2,4230
3510,noc_3,7570
3510,noc_4,13820
3510,noc_5,2240
3510,noc_6,18900
3510,noc_7,8665
3510,noc_8,1055
3510,noc_9,1570
3510,commute_less_15_min,22760
3510,commute_15_29_min,28925
3510,commute_30_44_min,9945
3510,commute_45_59_min,2450
3510,commute_more_60_min,2355
3511,total_pop_15+,34760
3511,labour_force,21100
3511,emp,19745
3511,unemp,1355
3511,not_labour_force,13655
3511,part_rate,0.607
3511,emp_rate,0.568
3511,unemp_rate,0.064
3511,noc_not_applicable,300
3511,noc_managers,2180
3511,noc_1,2725
3511,noc_2,1065
3511,noc_3,1785
3511,noc_4,2535
3511,noc_5,425
3511,noc_6,4720
3511,noc_7,3920
3511,noc_8,520
3511,noc_9,935
3511,commute_less_15_min,4375
3511,commute_15_29_min,6650
3511,commute_30_44_min,4770
3511,commute_45_59_min,1545
3511,commute_more_60_min,855
3512,total_pop_15+,112650
3512,labour_force,65145
3512,emp,60535
3512,unemp,4610
3512,not_labour_force,47500
3512,part_rate,0.578
3512,emp_rate,0.537
3512,unemp_rate,0.071
3512,noc_not_applicable,1235
3512,noc_managers,6235
3512,noc_1,7640
3512,noc_2,2870
3512,noc_3,4455
3512,noc_4,8550
3512,noc_5,1330
3512,noc_6,15375
3512,noc_7,10905
3512,noc_8,1490
3512,noc_9,5055
3512,commute_less_15_min,21820
3512,commute_15_29_min,19985
3512,commute_30_44_min,8615
3512,commute_45_59_min,2875
3512,commute_more_60_min,3105
3513,total_pop_15+,21270
3513,labour_force,11530
3513,emp,10880
3513,unemp,650
3513,not_labour_force,9740
3513,part_rate,0.542
3513,emp_rate,0.512
3513,unemp_rate,0.056
3513,noc_not_applicable,115
3513,noc_managers,1620
3513,noc_1,1410
3513,noc_2,395
3513,noc_3,810
3513,noc_4,1295
3513,noc_5,405
3513,noc_6,2565
3513,noc_7,1855
3513,noc_8,560
3513,noc_9,500
3513,commute_less_15_min,2970
3513,commute_15_29_min,3380
3513,commute_30_44_min,1875
3513,commute_45_59_min,620
3513,commute_more_60_min,550
3514,total_pop_15+,72040
3514,labour_force,40880
3514,emp,37880
3514,unemp,3000
3514,not_labour_force,31160
3514,part_rate,0.567
3514,emp_rate,0.526
3514,unemp_rate,0.073
3514,noc_not_applicable,785
3514,noc_managers,4395
3514,noc_1,4945
3514,noc_2,1660
3514,noc_3,2770
3514,noc_4,4575
3514,noc_5,975
3514,noc_6,9445
3514,noc_7,7170
3514,noc_8,1055
3514,noc_9,3105
3514,commute_less_15_min,11570
3514,commute_15_29_min,9520
3514,commute_30_44_min,5880
3514,commute_45_59_min,3110
3514,commute_more_60_min,4080
3515,total_pop_15+,115245
3515,labour_force,68180
3515,emp,62740
3515,unemp,5440
3515,not_labour_force,47065
3515,part_rate,0.592
3515,emp_rate,0.544
3515,unemp_rate,0.08
3515,noc_not_applicable,1540
3515,noc_managers,6885
3515,noc_1,8230
3515,noc_2,3740
3515,noc_3,5375
3515,noc_4,8810
3515,noc_5,1825
3515,noc_6,17005
3515,noc_7,10495
3515,noc_8,1350
3515,noc_9,2925
3515,commute_less_15_min,21195
3515,commute_15_29_min,19645
3515,commute_30_44_min,8255
3515,commute_45_59_min,3690
3515,commute_more_60_min,4695
3516,total_pop_15+,63510
3516,labour_force,36160
3516,emp,33365
3516,unemp,2795
3516,not_labour_force,27345
3516,part_rate,0.569
3516,emp_rate,0.525
3516,unemp_rate,0.077
3516,noc_not_applicable,700
3516,noc_managers,3800
3516,noc_1,4495
3516,noc_2,1245
3516,noc_3,2635
3516,noc_4,3895
3516,noc_5,605
3516,noc_6,8280
3516,noc_7,7780
3516,noc_8,1115
3516,noc_9,1610
3516,commute_less_15_min,8405
3516,commute_15_29_min,8320
3516,commute_30_44_min,5150
3516,commute_45_59_min,2965
3516,commute_more_60_min,5255
3518,total_pop_15+,523485
3518,labour_force,352750
3518,emp,324375
3518,unemp,28380
3518,not_labour_force,170735
3518,part_rate,0.674
3518,emp_rate,0.62
3518,unemp_rate,0.08
3518,noc_not_applicable,9010
3518,noc_managers,40195
3518,noc_1,57860
3518,noc_2,22520
3518,noc_3,20795
3518,noc_4,41320
3518,noc_5,9690
3518,noc_6,80975
3518,noc_7,50515
3518,noc_8,4945
3518,noc_9,14925
3518,commute_less_15_min,62610
3518,commute_15_29_min,78970
3518,commute_30_44_min,55120
3518,commute_45_59_min,37390
3518,commute_more_60_min,67525
3519,total_pop_15+,905545
3519,labour_force,604200
3519,emp,565295
3519,unemp,38905
3519,not_labour_force,301340
3519,part_rate,0.667
3519,emp_rate,0.624
3519,unemp_rate,0.064
3519,noc_not_applicable,13550
3519,noc_managers,82345
3519,noc_1,112780
3519,noc_2,60085
3519,noc_3,31190
3519,noc_4,64175
3519,noc_5,18920
3519,noc_6,133030
3519,noc_7,60120
3519,noc_8,5890
3519,noc_9,22125
3519,commute_less_15_min,78745
3519,commute_15_29_min,139545
3519,commute_30_44_min,128560
3519,commute_45_59_min,66940
3519,commute_more_60_min,98345
3520,total_pop_15+,2294790
3520,labour_force,1483675
3520,emp,1361375
3520,unemp,122305
3520,not_labour_force,811110
3520,part_rate,0.647
3520,emp_rate,0.593
3520,unemp_rate,0.082
3520,noc_not_applicable,46135
3520,noc_managers,163965
3520,noc_1,258870
3520,noc_2,117635
3520,noc_3,84360
3520,noc_4,186800
3520,noc_5,80195
3520,noc_6,345145
3520,noc_7,131115
3520,noc_8,7555
3520,noc_9,61900
3520,commute_less_15_min,152750
3520,commute_15_29_min,354565
3520,commute_30_44_min,359230
3520,commute_45_59_min,181675
3520,commute_more_60_min,202830
3521,total_pop_15+,1119400
3521,labour_force,753110
3521,emp,691470
3521,unemp,61640
3521,not_labour_force,366295
3521,part_rate,0.673
3521,emp_rate,0.618
3521,unemp_rate,0.082
3521,noc_not_applicable,22235
3521,noc_managers,75485
3521,noc_1,135660
3521,noc_2,61350
3521,noc_3,37400
3521,noc_4,63220
3521,noc_5,16150
3521,noc_6,171385
3521,noc_7,113840
3521,noc_8,5230
3521,noc_9,51150
3521,commute_less_15_min,92285
3521,commute_15_29_min,213080
3521,commute_30_44_min,165815
3521,commute_45_59_min,74125
3521,commute_more_60_min,103340
3522,total_pop_15+,49430
3522,labour_force,35640
3522,emp,33535
3522,unemp,2105
3522,not_labour_force,13790
3522,part_rate,0.721
3522,emp_rate,0.678
3522,unemp_rate,0.059
3522,noc_not_applicable,590
3522,noc_managers,4275
3522,noc_1,5115
3522,noc_2,1565
3522,noc_3,1965
3522,noc_4,3780
3522,noc_5,815
3522,noc_6,7800
3522,noc_7,6640
3522,noc_8,1030
3522,noc_9,2070
3522,commute_less_15_min,8515
3522,commute_15_29_min,5480
3522,commute_30_44_min,4820
3522,commute_45_59_min,4650
3522,commute_more_60_min,6915
3523,total_pop_15+,180355
3523,labour_force,126120
3523,emp,119465
3523,unemp,6650
3523,not_labour_force,54240
3523,part_rate,0.699
3523,emp_rate,0.662
3523,unemp_rate,0.053
3523,noc_not_applicable,1750
3523,noc_managers,14665
3523,noc_1,16725
3523,noc_2,7850
3523,noc_3,7010
3523,noc_4,15255
3523,noc_5,3465
3523,noc_6,25210
3523,noc_7,18580
3523,noc_8,3545
3523,noc_9,12065
3523,commute_less_15_min,37375
3523,commute_15_29_min,34340
3523,commute_30_44_min,17375
3523,commute_45_59_min,8900
3523,commute_more_60_min,10110
3524,total_pop_15+,433845
3524,labour_force,302950
3524,emp,284770
3524,unemp,18180
3524,not_labour_force,130895
3524,part_rate,0.698
3524,emp_rate,0.656
3524,unemp_rate,0.06
3524,noc_not_applicable,5190
3524,noc_managers,47855
3524,noc_1,53115
3524,noc_2,26300
3524,noc_3,16535
3524,noc_4,36005
3524,noc_5,10090
3524,noc_6,66010
3524,noc_7,28210
3524,noc_8,3560
3524,noc_9,10085
3524,commute_less_15_min,57575
3524,commute_15_29_min,71150
3524,commute_30_44_min,54680
3524,commute_45_59_min,31705
3524,commute_more_60_min,42370
3525,total_pop_15+,441055
3525,labour_force,278645
3525,emp,259070
3525,unemp,19580
3525,not_labour_force,162410
3525,part_rate,0.632
3525,emp_rate,0.587
3525,unemp_rate,0.07
3525,noc_not_applicable,6655
3525,noc_managers,26770
3525,noc_1,38810
3525,noc_2,15600
3525,noc_3,21740
3525,noc_4,33105
3525,noc_5,7755
3525,noc_6,66560
3525,noc_7,40685
3525,noc_8,4685
3525,noc_9,16270
3525,commute_less_15_min,52365
3525,commute_15_29_min,92600
3525,commute_30_44_min,47840
3525,commute_45_59_min,21280
3525,commute_more_60_min,28215
3526,total_pop_15+,371555
3526,labour_force,226595
3526,emp,209890
3526,unemp,16705
3526,not_labour_force,144970
3526,part_rate,0.61
3526,emp_rate,0.565
3526,unemp_rate,0.074
3526,noc_not_applicable,4515
3526,noc_managers,23885
3526,noc_1,29220
3526,noc_2,10120
3526,noc_3,15885
3526,noc_4,23585
3526,noc_5,5485
3526,noc_6,64735
3526,noc_7,33180
3526,noc_8,5785
3526,noc_9,10200
3526,commute_less_15_min,69995
3526,commute_15_29_min,72950
3526,commute_30_44_min,28735
3526,commute_45_59_min,9975
3526,commute_more_60_min,12630
3528,total_pop_15+,90160
3528,labour_force,55795
3528,emp,51965
3528,unemp,3830
3528,not_labour_force,34370
3528,part_rate,0.619
3528,emp_rate,0.576
3528,unemp_rate,0.069
3528,noc_not_applicable,1005
3528,noc_managers,5780
3528,noc_1,6730
3528,noc_2,1795
3528,noc_3,3770
3528,noc_4,4990
3528,noc_5,885
3528,noc_6,11640
3528,noc_7,11945
3528,noc_8,2795
3528,noc_9,4445
3528,commute_less_15_min,14790
3528,commute_15_29_min,13660
3528,commute_30_44_min,9055
3528,commute_45_59_min,4640
3528,commute_more_60_min,5020
3529,total_pop_15+,108525
3529,labour_force,70345
3529,emp,66015
3529,unemp,4325
3529,not_labour_force,38180
3529,part_rate,0.648
3529,emp_rate,0.608
3529,unemp_rate,0.061
3529,noc_not_applicable,1155
3529,noc_managers,7025
3529,noc_1,9430
3529,noc_2,3180
3529,noc_3,4335
3529,noc_4,7040
3529,noc_5,1575
3529,noc_6,16215
3529,noc_7,12240
3529,noc_8,1415
3529,noc_9,6735
3529,commute_less_15_min,22525
3529,commute_15_29_min,18680
3529,commute_30_44_min,9940
3529,commute_45_59_min,5345
3529,commute_more_60_min,5290
3530,total_pop_15+,432125
3530,labour_force,296480
3530,emp,277785
3530,unemp,18695
3530,not_labour_force,135645
3530,part_rate,0.686
3530,emp_rate,0.643
3530,unemp_rate,0.063
3530,noc_not_applicable,5420
3530,noc_managers,31240
3530,noc_1,43305
3530,noc_2,24925
3530,noc_3,16020
3530,noc_4,31895
3530,noc_5,7600
3530,noc_6,64855
3530,noc_7,41480
3530,noc_8,4760
3530,noc_9,24980
3530,commute_less_15_min,77100
3530,commute_15_29_min,109720
3530,commute_30_44_min,40520
3530,commute_45_59_min,13295
3530,commute_more_60_min,17190
3531,total_pop_15+,61425
3531,labour_force,42880
3531,emp,41145
3531,unemp,1735
3531,not_labour_force,18550
3531,part_rate,0.698
3531,emp_rate,0.67
3531,unemp_rate,0.04
3531,noc_not_applicable,365
3531,noc_managers,5030
3531,noc_1,5285
3531,noc_2,1680
3531,noc_3,2535
3531,noc_4,3600
3531,noc_5,1165
3531,noc_6,8515
3531,noc_7,7710
3531,noc_8,2080
3531,noc_9,4910
3531,commute_less_15_min,18670
3531,commute_15_29_min,9280
3531,commute_30_44_min,4310
3531,commute_45_59_min,2175
3531,commute_more_60_min,1545
3532,total_pop_15+,89455
3532,labour_force,59690
3532,emp,56840
3532,unemp,2845
3532,not_labour_force,29765
3532,part_rate,0.667
3532,emp_rate,0.635
3532,unemp_rate,0.048
3532,noc_not_applicable,740
3532,noc_managers,6695
3532,noc_1,7275
3532,noc_2,2220
3532,noc_3,3460
3532,noc_4,4795
3532,noc_5,1010
3532,noc_6,12225
3532,noc_7,11525
3532,noc_8,2090
3532,noc_9,7645
3532,commute_less_15_min,21570
3532,commute_15_29_min,15085
3532,commute_30_44_min,8865
3532,commute_45_59_min,3830
3532,commute_more_60_min,2510
3534,total_pop_15+,70935
3534,labour_force,44950
3534,emp,42095
3534,unemp,2850
3534,not_labour_force,25985
3534,part_rate,0.634
3534,emp_rate,0.593
3534,unemp_rate,0.063
3534,noc_not_applicable,830
3534,noc_managers,4375
3534,noc_1,5630
3534,noc_2,1600
3534,noc_3,3150
3534,noc_4,4185
3534,noc_5,720
3534,noc_6,9375
3534,noc_7,8890
3534,noc_8,1810
3534,noc_9,4380
3534,commute_less_15_min,14190
3534,commute_15_29_min,11365
3534,commute_30_44_min,8015
3534,commute_45_59_min,2945
3534,commute_more_60_min,1940
3536,total_pop_15+,83060
3536,labour_force,49965
3536,emp,46195
3536,unemp,3770
3536,not_labour_force,33095
3536,part_rate,0.602
3536,emp_rate,0.556
3536,unemp_rate,0.075
3536,noc_not_applicable,1145
3536,noc_managers,5355
3536,noc_1,5940
3536,noc_2,1995
3536,noc_3,3580
3536,noc_4,4785
3536,noc_5,780
3536,noc_6,11750
3536,noc_7,8545
3536,noc_8,2080
3536,noc_9,4010
3536,commute_less_15_min,20360
3536,commute_15_29_min,12200
3536,commute_30_44_min,5925
3536,commute_45_59_min,2015
3536,commute_more_60_min,2090
3537,total_pop_15+,324330
3537,labour_force,195090
3537,emp,180800
3537,unemp,14290
3537,not_labour_force,129240
3537,part_rate,0.602
3537,emp_rate,0.557
3537,unemp_rate,0.073
3537,noc_not_applicable,5415
3537,noc_managers,16460
3537,noc_1,24525
3537,noc_2,11480
3537,noc_3,15255
3537,noc_4,19215
3537,noc_5,3620
3537,noc_6,44590
3537,noc_7,29820
3537,noc_8,4065
3537,noc_9,20645
3537,commute_less_15_min,57435
3537,commute_15_29_min,74160
3537,commute_30_44_min,24580
3537,commute_45_59_min,6605
3537,commute_more_60_min,3285
3538,total_pop_15+,105015
3538,labour_force,61465
3538,emp,56485
3538,unemp,4975
3538,not_labour_force,43555
3538,part_rate,0.585
3538,emp_rate,0.538
3538,unemp_rate,0.081
3538,noc_not_applicable,1440
3538,noc_managers,6130
3538,noc_1,7300
3538,noc_2,3935
3538,noc_3,4640
3538,noc_4,5865
3538,noc_5,1070
3538,noc_6,14690
3538,noc_7,11225
3538,noc_8,1675
3538,noc_9,3485
3538,commute_less_15_min,24055
3538,commute_15_29_min,18710
3538,commute_30_44_min,5915
3538,commute_45_59_min,1675
3538,commute_more_60_min,1875
3539,total_pop_15+,373875
3539,labour_force,239685
3539,emp,222025
3539,unemp,17660
3539,not_labour_force,134185
3539,part_rate,0.641
3539,emp_rate,0.594
3539,unemp_rate,0.074
3539,noc_not_applicable,5850
3539,noc_managers,24305
3539,noc_1,33865
3539,noc_2,13685
3539,noc_3,20040
3539,noc_4,30260
3539,noc_5,6340
3539,noc_6,57095
3539,noc_7,31370
3539,noc_8,4000
3539,noc_9,12880
3539,commute_less_15_min,60885
3539,commute_15_29_min,89385
3539,commute_30_44_min,34830
3539,commute_45_59_min,9895
3539,commute_more_60_min,10380
3540,total_pop_15+,47870
3540,labour_force,30820
3540,emp,29185
3540,unemp,1630
3540,not_labour_force,17050
3540,part_rate,0.644
3540,emp_rate,0.61
3540,unemp_rate,0.053
3540,noc_not_applicable,355
3540,noc_managers,4525
3540,noc_1,3495
3540,noc_2,870
3540,noc_3,1775
3540,noc_4,2685
3540,noc_5,460
3540,noc_6,6160
3540,noc_7,6130
3540,noc_8,2345
3540,noc_9,2025
3540,commute_less_15_min,10725
3540,commute_15_29_min,7215
3540,commute_30_44_min,3380
3540,commute_45_59_min,1535
3540,commute_more_60_min,1720
3541,total_pop_15+,55970
3541,labour_force,33635
3541,emp,31540
3541,unemp,2100
3541,not_labour_force,22335
3541,part_rate,0.601
3541,emp_rate,0.564
3541,unemp_rate,0.062
3541,noc_not_applicable,385
3541,noc_managers,4140
3541,noc_1,3880
3541,noc_2,1890
3541,noc_3,2195
3541,noc_4,3055
3541,noc_5,740
3541,noc_6,7430
3541,noc_7,6040
3541,noc_8,1385
3541,noc_9,2490
3541,commute_less_15_min,10695
3541,commute_15_29_min,8525
3541,commute_30_44_min,5095
3541,commute_45_59_min,1725
3541,commute_more_60_min,1440
3542,total_pop_15+,77895
3542,labour_force,47510
3542,emp,44720
3542,unemp,2790
3542,not_labour_force,30390
3542,part_rate,0.61
3542,emp_rate,0.574
3542,unemp_rate,0.059
3542,noc_not_applicable,620
3542,noc_managers,5820
3542,noc_1,5625
3542,noc_2,1720
3542,noc_3,3720
3542,noc_4,4700
3542,noc_5,1300
3542,noc_6,10360
3542,noc_7,8465
3542,noc_8,1845
3542,noc_9,3340
3542,commute_less_15_min,14895
3542,commute_15_29_min,11980
3542,commute_30_44_min,5890
3542,commute_45_59_min,2260
3542,commute_more_60_min,3790
3543,total_pop_15+,392180
3543,labour_force,256765
3543,emp,238930
3543,unemp,17835
3543,not_labour_force,135415
3543,part_rate,0.655
3543,emp_rate,0.609
3543,unemp_rate,0.069
3543,noc_not_applicable,4800
3543,noc_managers,27800
3543,noc_1,33800
3543,noc_2,11860
3543,noc_3,16845
3543,noc_4,28855
3543,noc_5,6170
3543,noc_6,61700
3543,noc_7,44955
3543,noc_8,5145
3543,noc_9,14825
3543,commute_less_15_min,66125
3543,commute_15_29_min,64300
3543,commute_30_44_min,34255
3543,commute_45_59_min,20725
3543,commute_more_60_min,35240
3544,total_pop_15+,50760
3544,labour_force,30515
3544,emp,28345
3544,unemp,2175
3544,not_labour_force,20250
3544,part_rate,0.601
3544,emp_rate,0.558
3544,unemp_rate,0.071
3544,noc_not_applicable,390
3544,noc_managers,3465
3544,noc_1,3785
3544,noc_2,1210
3544,noc_3,1935
3544,noc_4,2945
3544,noc_5,830
3544,noc_6,7790
3544,noc_7,6340
3544,noc_8,905
3544,noc_9,925
3544,commute_less_15_min,9505
3544,commute_15_29_min,8315
3544,commute_30_44_min,4410
3544,commute_45_59_min,1455
3544,commute_more_60_min,1790
3546,total_pop_15+,16070
3546,labour_force,7875
3546,emp,7120
3546,unemp,755
3546,not_labour_force,8195
3546,part_rate,0.49
3546,emp_rate,0.443
3546,unemp_rate,0.096
3546,noc_not_applicable,135
3546,noc_managers,970
3546,noc_1,995
3546,noc_2,295
3546,noc_3,415
3546,noc_4,775
3546,noc_5,195
3546,noc_6,1960
3546,noc_7,1635
3546,noc_8,265
3546,noc_9,250
3546,commute_less_15_min,2335
3546,commute_15_29_min,2130
3546,commute_30_44_min,1005
3546,commute_45_59_min,290
3546,commute_more_60_min,585
3547,total_pop_15+,82830
3547,labour_force,50695
3547,emp,47040
3547,unemp,3655
3547,not_labour_force,32130
3547,part_rate,0.612
3547,emp_rate,0.568
3547,unemp_rate,0.072
3547,noc_not_applicable,905
3547,noc_managers,5285
3547,noc_1,5885
3547,noc_2,2955
3547,noc_3,3980
3547,noc_4,8500
3547,noc_5,925
3547,noc_6,11095
3547,noc_7,7995
3547,noc_8,1095
3547,noc_9,2085
3547,commute_less_15_min,17380
3547,commute_15_29_min,12775
3547,commute_30_44_min,6870
3547,commute_45_59_min,3060
3547,commute_more_60_min,3450
3548,total_pop_15+,68995
3548,labour_force,39880
3548,emp,35940
3548,unemp,3935
3548,not_labour_force,29110
3548,part_rate,0.578
3548,emp_rate,0.521
3548,unemp_rate,0.099
3548,noc_not_applicable,910
3548,noc_managers,3755
3548,noc_1,5485
3548,noc_2,1980
3548,noc_3,3430
3548,noc_4,5380
3548,noc_5,785
3548,noc_6,9855
3548,noc_7,6320
3548,noc_8,980
3548,noc_9,1000
3548,commute_less_15_min,16095
3548,commute_15_29_min,11125
3548,commute_30_44_min,3875
3548,commute_45_59_min,1235
3548,commute_more_60_min,1630
3549,total_pop_15+,36460
3549,labour_force,20065
3549,emp,18195
3549,unemp,1875
3549,not_labour_force,16395
3549,part_rate,0.55
3549,emp_rate,0.499
3549,unemp_rate,0.093
3549,noc_not_applicable,300
3549,noc_managers,2185
3549,noc_1,2480
3549,noc_2,900
3549,noc_3,1485
3549,noc_4,2150
3549,noc_5,375
3549,noc_6,4485
3549,noc_7,4365
3549,noc_8,505
3549,noc_9,835
3549,commute_less_15_min,5775
3549,commute_15_29_min,5595
3549,commute_30_44_min,2780
3549,commute_45_59_min,1095
3549,commute_more_60_min,1300
3551,total_pop_15+,10845
3551,labour_force,5690
3551,emp,4930
3551,unemp,760
3551,not_labour_force,5155
3551,part_rate,0.525
3551,emp_rate,0.455
3551,unemp_rate,0.134
3551,noc_not_applicable,220
3551,noc_managers,720
3551,noc_1,805
3551,noc_2,155
3551,noc_3,470
3551,noc_4,770
3551,noc_5,135
3551,noc_6,1185
3551,noc_7,915
3551,noc_8,200
3551,noc_9,115
3551,commute_less_15_min,2210
3551,commute_15_29_min,1005
3551,commute_30_44_min,645
3551,commute_45_59_min,245
3551,commute_more_60_min,195
3552,total_pop_15+,18325
3552,labour_force,10120
3552,emp,9120
3552,unemp,1000
3552,not_labour_force,8205
3552,part_rate,0.552
3552,emp_rate,0.498
3552,unemp_rate,0.099
3552,noc_not_applicable,155
3552,noc_managers,1025
3552,noc_1,1220
3552,noc_2,445
3552,noc_3,720
3552,noc_4,985
3552,noc_5,125
3552,noc_6,2240
3552,noc_7,2125
3552,noc_8,545
3552,noc_9,540
3552,commute_less_15_min,3485
3552,commute_15_29_min,1710
3552,commute_30_44_min,1160
3552,commute_45_59_min,1080
3552,commute_more_60_min,1070
3553,total_pop_15+,133730
3553,labour_force,83740
3553,emp,76755
3553,unemp,6985
3553,not_labour_force,49995
3553,part_rate,0.626
3553,emp_rate,0.574
3553,unemp_rate,0.083
3553,noc_not_applicable,1805
3553,noc_managers,7365
3553,noc_1,12930
3553,noc_2,4650
3553,noc_3,7210
3553,noc_4,9695
3553,noc_5,1570
3553,noc_6,19555
3553,noc_7,13430
3553,noc_8,3995
3553,noc_9,1540
3553,commute_less_15_min,24735
3553,commute_15_29_min,30770
3553,commute_30_44_min,12050
3553,commute_45_59_min,3560
3553,commute_more_60_min,2350
3554,total_pop_15+,26765
3554,labour_force,15390
3554,emp,14065
3554,unemp,1325
3554,not_labour_force,11370
3554,part_rate,0.575
3554,emp_rate,0.525
3554,unemp_rate,0.086
3554,noc_not_applicable,185
3554,noc_managers,1390
3554,noc_1,1875
3554,noc_2,725
3554,noc_3,1175
3554,noc_4,1755
3554,noc_5,210
3554,noc_6,3170
3554,noc_7,2940
3554,noc_8,1365
3554,noc_9,600
3554,commute_less_15_min,6480
3554,commute_15_29_min,3395
3554,commute_30_44_min,1455
3554,commute_45_59_min,765
3554,commute_more_60_min,945
3556,total_pop_15+,64990
3556,labour_force,39855
3556,emp,36275
3556,unemp,3585
3556,not_labour_force,25135
3556,part_rate,0.613
3556,emp_rate,0.558
3556,unemp_rate,0.09
3556,noc_not_applicable,575
3556,noc_managers,3275
3556,noc_1,4915
3556,noc_2,1915
3556,noc_3,2965
3556,noc_4,4885
3556,noc_5,435
3556,noc_6,9060
3556,noc_7,7875
3556,noc_8,2450
3556,noc_9,1510
3556,commute_less_15_min,20520
3556,commute_15_29_min,8550
3556,commute_30_44_min,2730
3556,commute_45_59_min,1045
3556,commute_more_60_min,2075
3557,total_pop_15+,96055
3557,labour_force,52645
3557,emp,47130
3557,unemp,5510
3557,not_labour_force,43405
3557,part_rate,0.548
3557,emp_rate,0.491
3557,unemp_rate,0.105
3557,noc_not_applicable,1300
3557,noc_managers,4400
3557,noc_1,6480
3557,noc_2,2660
3557,noc_3,4515
3557,noc_4,6425
3557,noc_5,920
3557,noc_6,12975
3557,noc_7,9410
3557,noc_8,1400
3557,noc_9,2155
3557,commute_less_15_min,24930
3557,commute_15_29_min,13400
3557,commute_30_44_min,3400
3557,commute_45_59_min,1360
3557,commute_more_60_min,1625
3558,total_pop_15+,121260
3558,labour_force,73140
3558,emp,67115
3558,unemp,6025
3558,not_labour_force,48120
3558,part_rate,0.603
3558,emp_rate,0.553
3558,unemp_rate,0.082
3558,noc_not_applicable,1295
3558,noc_managers,6135
3558,noc_1,9925
3558,noc_2,4200
3558,noc_3,6740
3558,noc_4,10255
3558,noc_5,1530
3558,noc_6,16910
3558,noc_7,12145
3558,noc_8,2090
3558,noc_9,1920
3558,commute_less_15_min,29610
3558,commute_15_29_min,24655
3558,commute_30_44_min,6210
3558,commute_45_59_min,1475
